2016-06-18 21:54:00.574 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product-remove/{dpId}]}" onto public java.lang.String cn.tendata.crm.controllers.ProductController.remove(int)
2016-06-18 21:54:00.596 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product-modify],methods=[POST]}" onto public java.lang.String cn.tendata.crm.controllers.ProductController.modify(cn.tendata.crm.entities.Product)
2016-06-18 21:54:00.620 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product-modify/{pId}],methods=[GET]}" onto public java.lang.String cn.tendata.crm.controllers.ProductController.modify(int,org.springframework.ui.ModelMap)
2016-06-18 21:54:00.625 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/allProductWithPage/{page}]}" onto public java.lang.String cn.tendata.crm.controllers.ProductController.getAllWithPage(java.lang.Integer,org.springframework.ui.ModelMap)
2016-06-18 21:54:00.634 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/go]}" onto public java.lang.String cn.tendata.crm.controllers.Test.test()
2016-06-18 21:54:00.643 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test]}" onto public void cn.tendata.crm.controllers.Test.doGetPrivilegeTree(javax.servlet.http.HttpServletResponse) throws java.io.IOException
2016-06-18 21:54:00.682 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user-add],methods=[POST]}" onto public java.lang.String cn.tendata.crm.controllers.UserController.addUser(cn.tendata.crm.entities.User)
2016-06-18 21:54:00.689 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user-add/{dpId}],methods=[GET]}" onto public java.lang.String cn.tendata.crm.controllers.UserController.addEmployee(int,org.springframework.ui.ModelMap)
2016-06-18 21:54:00.746 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/department_users/{dpId}]}" onto public java.lang.String cn.tendata.crm.controllers.UserController.getUsersByDpId(int,org.springframework.ui.ModelMap)
2016-06-18 21:54:00.801 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2016-06-18 21:54:00.811 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2016-06-18 21:54:00.858 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2016-06-18 21:54:00.863 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2016-06-18 21:54:00.920 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2016-06-18 21:54:01.342 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2016-06-18 21:54:01.561 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
2016-06-18 21:54:01.582 [main] INFO  cn.tendata.crm.MyApplication - Started MyApplication in 11.905 seconds (JVM running for 13.615)
2016-06-18 21:54:01.609 [main] INFO  cn.tendata.crm.MyApplication - 成功启动了
2016-06-18 21:54:17.416 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2016-06-18 21:54:17.425 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2016-06-18 21:54:17.447 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 16 ms
2016-06-18 21:54:27.262 [http-nio-8080-exec-3] DEBUG org.hibernate.SQL - select user0_.s_id as s_id1_7_, user0_.account as account2_7_, user0_.dp_id as dp_id3_7_, user0_.gender as gender4_7_, user0_.password as password5_7_, user0_.id as id7_7_, user0_.username as username6_7_ from user user0_ where user0_.account=?
2016-06-18 21:54:27.387 [http-nio-8080-exec-3] DEBUG org.hibernate.SQL - select sysrole0_.id as id1_6_0_, sysrole0_.name as name2_6_0_ from sys_role sysrole0_ where sysrole0_.id=?
2016-06-18 21:58:23.748 [http-nio-8080-exec-3] DEBUG org.hibernate.SQL - select user0_.s_id as s_id1_7_, user0_.account as account2_7_, user0_.dp_id as dp_id3_7_, user0_.gender as gender4_7_, user0_.password as password5_7_, user0_.id as id7_7_, user0_.username as username6_7_ from user user0_ where user0_.account=?
2016-06-18 21:58:23.871 [http-nio-8080-exec-3] DEBUG org.hibernate.SQL - select sysrole0_.id as id1_6_0_, sysrole0_.name as name2_6_0_ from sys_role sysrole0_ where sysrole0_.id=?
2016-06-18 21:58:28.873 [http-nio-8080-exec-1] DEBUG org.hibernate.SQL - select department0_.dp_id as dp_id1_3_, department0_.dp_name as dp_name2_3_, department0_.num_of_employess as num_of_e3_3_ from department department0_
2016-06-18 21:58:56.672 [http-nio-8080-exec-3] DEBUG org.hibernate.SQL - select department0_.dp_id as dp_id1_3_, department0_.dp_name as dp_name2_3_, department0_.num_of_employess as num_of_e3_3_ from department department0_
2016-06-18 21:59:40.102 [http-nio-8080-exec-8] DEBUG org.hibernate.SQL - select department0_.dp_id as dp_id1_3_, department0_.dp_name as dp_name2_3_, department0_.num_of_employess as num_of_e3_3_ from department department0_
2016-06-18 22:16:36.549 [main] INFO  cn.tendata.crm.MyApplication - Starting MyApplication on QH-20160317JQNN with PID 3868 (E:\eclipsedoc\crm\target\classes started by Administrator in E:\eclipsedoc\crm)
2016-06-18 22:16:36.626 [main] INFO  cn.tendata.crm.MyApplication - The following profiles are active: dev
2016-06-18 22:16:36.712 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@31d7b7bf: startup date [Sat Jun 18 22:16:36 CST 2016]; root of context hierarchy
2016-06-18 22:16:38.733 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-06-18 22:16:38.876 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$54157de9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-06-18 22:16:39.756 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
2016-06-18 22:16:39.794 [main] INFO  org.apache.catalina.core.StandardService - Starting service Tomcat
2016-06-18 22:16:39.810 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.0.33
2016-06-18 22:16:40.428 [localhost-startStop-1] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
